200 731
1 37 6
1 42 3
1 109 4
1 146 3
1 171 5
1 199 5
2 38 8
2 62 1
2 90 5
2 123 2
2 127 4
2 142 10
2 152 3
2 154 2
2 159 10
2 200 1
3 31 8
3 44 7
3 47 9
3 49 4
3 66 5
3 84 4
3 110 8
3 151 1
3 153 10
3 164 3
3 185 3
3 186 2
4 29 7
4 31 6
4 73 2
4 99 4
4 100 7
4 114 4
4 133 5
4 159 1
5 89 1
5 90 9
5 95 7
5 107 7
5 135 4
5 156 10
5 175 3
5 188 9
5 189 4
6 21 4
6 29 6
6 46 8
6 90 5
6 112 7
6 113 4
6 121 9
6 130 1
6 168 2
7 9 6
7 17 2
7 122 8
7 131 6
7 132 9
7 147 1
7 150 6
7 153 8
8 32 3
8 39 1
8 47 9
8 52 3
8 84 6
8 97 4
8 101 4
8 126 4
8 174 5
8 178 2
9 13 2
9 19 4
9 49 2
9 55 2
9 65 1
9 69 10
9 90 5
9 105 2
9 128 9
10 50 10
10 55 1
10 71 7
10 153 4
10 175 10
10 190 9
11 46 9
11 70 8
11 138 6
11 194 3
12 15 6
12 41 3
12 65 4
12 66 3
12 101 10
12 106 2
12 149 10
12 172 2
12 174 10
13 26 4
13 92 5
13 117 6
13 127 9
13 138 5
13 142 8
13 158 7
13 176 6
14 19 3
14 58 10
14 85 2
14 96 2
14 115 7
14 121 4
14 154 5
14 189 1
15 22 2
15 65 10
15 91 4
15 171 4
16 23 6
16 63 8
16 71 3
16 90 1
16 119 7
17 50 7
17 72 10
17 73 1
17 129 8
17 148 4
17 165 2
17 168 7
18 101 8
18 116 2
18 129 4
18 153 10
18 199 4
19 30 9
19 34 4
19 42 1
19 48 2
19 82 5
19 109 7
19 138 5
19 146 9
19 163 10
19 182 7
20 37 3
20 52 4
20 86 4
20 88 3
20 155 10
20 158 7
20 161 1
20 167 10
20 170 8
20 191 4
21 33 1
21 93 5
21 110 5
21 118 3
21 131 1
21 158 8
22 40 1
22 44 8
22 63 3
22 70 1
22 71 3
22 107 5
22 121 6
22 132 9
22 192 3
22 196 7
23 55 10
23 59 6
23 63 7
23 100 4
23 106 5
23 108 6
23 119 5
23 162 9
23 186 1
23 198 8
24 35 4
24 37 7
24 38 3
24 53 1
24 103 6
24 121 1
24 165 7
24 169 8
24 179 8
24 182 2
24 196 9
25 93 9
25 108 8
25 178 4
26 51 6
26 52 6
26 129 9
26 180 10
26 197 4
27 64 5
27 101 10
27 111 9
27 113 3
27 120 3
27 142 3
27 148 9
28 96 4
28 97 1
29 54 6
29 68 1
29 75 10
29 100 5
29 102 9
29 105 4
29 143 6
30 46 8
30 122 3
30 136 5
31 48 6
31 77 3
31 81 5
31 90 5
31 118 10
31 148 5
32 63 1
32 93 2
32 106 1
32 118 4
32 124 3
32 129 9
32 145 4
32 151 9
32 171 7
32 179 8
33 36 3
33 38 6
33 53 1
33 79 10
33 123 2
33 169 4
33 181 8
34 42 2
34 71 4
34 109 7
34 159 7
34 194 6
35 51 2
35 78 1
