50000 298000
1 9556 4
1 11996 1
1 12718 3
1 12861 4
1 18525 3
1 25066 3
1 26293 3
1 32447 1
1 40256 1
1 43189 2
1 45670 4
2 1510 1
2 9552 1
2 10614 4
2 15760 3
2 20107 1
2 23691 5
2 28134 4
2 30109 1
2 31022 3
2 37227 3
2 46588 5
2 48861 5
2 49299 1
3 7220 2
3 11137 4
3 12461 4
3 15409 4
3 21713 3
3 24745 2
3 28193 4
3 35050 1
3 35308 3
3 39682 5
3 42000 5
3 43454 1
4 4750 5
4 15331 3
4 17879 5
4 21605 5
4 23447 3
4 26790 1
4 28246 4
4 30237 5
4 37625 2
5 10356 1
5 14139 1
5 15799 2
5 19374 4
5 19653 3
5 20012 5
5 26852 1
5 30389 5
5 30998 2
5 32093 4
5 41785 5
5 44712 5
5 44737 3
5 45097 3
6 2563 4
6 5651 1
6 6917 2
6 10135 5
6 13345 4
6 38442 4
6 38577 5
7 4297 1
7 6170 4
7 7872 3
7 9702 2
7 13523 5
7 16638 3
7 21481 2
7 23392 3
7 25988 3
7 27652 4
7 32353 2
7 43082 3
7 45268 1
7 47688 1
8 2277 1
8 3594 3
8 9994 1
8 13039 5
8 15335 2
8 15876 3
8 18353 2
8 21161 2
8 23589 2
8 29770 5
8 36370 1
8 44875 3
9 3526 4
9 4951 4
9 7103 4
9 9184 3
9 9484 2
9 10456 1
9 16228 1
9 22182 2
9 23492 5
9 26267 4
9 35075 4
9 40961 3
9 45013 2
9 46345 4
9 48161 2
10 184 4
10 3673 2
10 5160 2
10 7489 2
10 9751 2
10 10045 1
10 11688 4
10 13433 1
10 15471 1
10 18920 2
10 22830 2
10 24597 1
10 25837 3
10 30590 4
10 31979 5
10 40905 4
10 43024 4
10 48289 5
10 49852 5
11 4313 5
11 17004 1
11 22900 3
11 28248 5
11 31135 4
11 33343 3
11 34411 3
11 39845 4
11 44873 4
12 5927 3
12 9556 4
12 11788 5
12 14990 2
12 29524 3
12 45304 5
13 3865 2
13 12966 4
13 18103 5
13 20375 5
13 24433 2
13 25356 1
13 38296 2
13 45118 5
13 45321 1
13 46010 4
13 46719 1
14 7397 3
14 12523 1
14 15408 2
14 20352 2
14 21594 5
14 22457 1
14 26082 4
14 28225 1
14 30371 3
14 35747 3
14 36819 1
14 36918 1
14 45105 5
14 45903 4
15 2962 1
15 5159 5
15 16342 3
15 18004 2
15 37232 5
15 40572 1
15 42302 3
15 48210 3
15 49143 1
