5000 25157
1 282 65
1 1123 69
1 1263 36
1 1714 70
1 1726 11
1 1959 4
1 2566 26
1 4228 57
1 4584 71
2 693 89
2 2788 36
2 3216 72
2 3328 11
2 3638 67
2 4507 28
3 133 83
3 210 29
3 612 58
3 1433 91
3 1758 16
3 2337 91
3 2480 21
3 2887 33
3 3347 81
3 3857 21
3 4485 98
3 4726 55
4 190 46
4 1746 10
4 1779 86
4 1972 98
4 2007 29
4 2211 16
4 2443 59
4 2965 67
4 3268 43
4 3969 59
4 4813 34
5 8 18
5 968 71
5 2023 68
5 2648 27
5 4043 61
5 4295 10
5 4847 54
6 1255 10
6 1315 23
6 1683 63
6 1705 84
6 1724 65
6 1951 14
6 2055 87
6 2482 26
6 2899 96
6 3061 79
6 3645 67
6 4037 50
6 4416 16
7 513 72
7 1039 72
7 1389 21
7 2670 57
7 3354 64
7 4122 92
7 4177 56
7 4252 87
7 4421 11
8 54 89
8 1028 61
8 1810 2
8 2088 45
8 2713 88
8 3238 42
8 3312 47
8 3489 96
8 3712 26
8 3893 80
9 273 49
9 289 98
9 540 98
9 955 20
9 1283 53
9 1370 24
9 3017 38
9 3376 35
9 3776 19
9 3961 88
9 4157 77
10 476 58
10 1172 15
10 1594 34
10 1710 69
10 2533 61
10 2682 29
10 2698 52
10 3467 79
10 4052 38
10 4057 61
11 349 11
11 790 92
11 820 67
11 938 16
11 1371 34
11 1734 23
11 1860 12
11 1991 42
11 1997 8
11 2631 60
12 512 29
12 839 11
12 1792 65
12 2283 6
12 3492 97
12 4559 48
12 4783 34
13 561 91
13 982 42
13 1711 16
13 2333 23
13 2412 4
13 2454 10
13 2821 79
13 2861 10
13 3502 12
13 3637 9
13 4067 55
13 4167 27
13 4750 37
14 179 52
14 819 31
14 1211 12
14 1337 25
14 2088 65
14 2198 25
14 2783 10
14 3344 55
14 3698 5
14 4420 15
15 37 13
15 109 88
15 488 21
15 691 9
15 764 47
15 990 88
15 1342 43
15 2420 34
15 2636 44
15 2845 16
15 3235 39
15 4041 89
15 4974 15
16 315 15
16 320 26
16 1718 40
16 1751 28
16 1881 88
16 3045 42
16 3306 30
16 3552 24
16 4135 64
16 4399 37
16 4751 76
16 4824 61
16 4996 7
17 216 92
17 1973 61
17 2587 7
17 2944 66
17 3032 74
17 4296 90
17 4479 88
18 120 36
18 173 69
18 273 78
18 579 21
18 820 19
18 971 9
18 1186 15
18 2463 98
18 3576 24
18 3679 76
18 4230 67
18 4592 11
18 4692 93
18 4883 17
19 288 75
19 632 87
19 930 58
19 1145 59
19 1803 10
19 1907 73
19 2050 62
19 2755 54
19 2897 48
19 3967 73
19 4227 31
19 4335 94
19 4847 16
20 538 28
20 747 38
20 980 17
20 1451 83
20 1973 10
20 2073 62
20 2332 60
20 3593 86
20 4008 2
20 4029 96
20 4445 90
20 4494 98
21 110 72
21 378 7
21 425 99
21 523 50
21 1095 1
21 1559 16
21 2471 100
21 3190 44
21 3747 32
21 3904 85
21 4321 29
21 4420 100
21 4499 31
21 4834 60
22 328 17
22 1094 1
22 1807 89
22 2182 82
22 2253 10
22 2775 28
22 3064 82
22 3131 94
22 3267 76
22 3760 91
22 4617 85
22 4716 82
22 4800 82
23 40 71
23 124 31
23 426 88
23 1061 97
23 1317 84
23 2356 4
23 3068 73
23 4399 98
24 194 1
24 651 54
24 697 40
24 731 96
24 1209 89
24 1545 62
24 1802 61
24 2333 9
24 2510 98
24 3704 37
24 4250 43
24 4920 72
25 473 69
25 1066 24
25 1649 42
25 1996 9
25 2187 8
25 2339 25
25 2411 11
25 2420 85
25 3980 62
25 4142 92
25 4375 25
25 4589 41
25 4844 44
25 4848 31
26 889 3
26 981 3
26 1160 73
26 2483 1
26 2625 62
26 3241 13
26 4430 85
26 4699 52
26 4856 49
27 548 58
27 1173 21
27 1548 91
27 2345 43
27 2387 71
27 2391 55
27 2501 60
27 2543 58
27 2556 37
27 3062 41
27 3277 100
27 4047 97
27 4165 42
27 4245 33
27 4999 87
28 750 59
28 1196 70
28 2758 74
28 4059 32
28 4371 48
28 4471 48
29 420 55
29 871 21
29 1115 9
29 1698 99
29 2077 33
29 2232 12
29 4120 30
29 4154 15
29 4260 61
29 4644 28
30 58 30
30 183 27
30 1489 77
30 1974 32
30 2541 57
30 3146 18
30 3574 44
30 4498 83
30 4571 19
30 4754 76
31 529 84
31 1109 26
31 1189 13
31 1704 85
31 1975 98
31 2586 11
31 3258 60
31 3575 76
31 3598 55
31 4218 99
31 4991 48
32 495 78
32 3858 48
32 4505 35
32 4730 79
33 1540 50
33 1635 45
33 1954 92
33 2385 92
33 2483 68
33 2728 50
33 3202 98
33 3622 66
33 4321 86
33 4454 82
33 4678 6
34 732 55
