4000 17804
1 104 35
1 458 28
1 1333 32
1 1444 93
1 1671 9
1 2376 77
1 2548 21
1 3456 46
1 3583 51
1 3592 68
1 3620 30
2 768 93
2 968 51
2 1041 52
2 1285 59
2 1641 42
2 2537 94
2 2724 23
2 3058 62
2 3087 72
2 3186 92
2 3340 27
2 3415 56
2 3601 91
3 453 20
3 521 85
3 951 7
3 1693 42
3 1912 65
3 2038 42
3 2200 46
3 2227 25
3 3381 29
3 3765 45
4 27 4
4 98 69
4 213 9
5 110 16
5 584 75
5 1098 70
5 1450 77
5 1843 13
5 3413 95
5 3517 81
5 3676 60
5 3702 86
5 3733 50
5 3948 58
5 3963 79
6 536 39
6 710 2
6 2016 99
6 2670 98
6 2853 99
6 2880 55
6 3196 20
6 3225 33
6 3643 84
6 3884 37
7 594 9
7 727 43
7 1172 81
7 1641 72
7 1652 67
7 1703 74
7 2212 100
7 2970 98
7 3231 27
7 3498 39
8 382 83
8 892 24
8 1041 95
8 1126 22
8 1312 64
8 1910 69
8 2178 68
8 2203 95
8 2402 43
8 3193 85
8 3745 2
9 15 26
9 136 77
9 362 40
9 695 59
9 1642 3
9 2078 20
9 2866 83
9 3709 24
10 999 26
10 1149 33
10 2546 53
10 2820 67
10 2849 44
10 2917 69
11 194 71
11 1085 15
11 2526 25
11 2685 21
11 2736 97
12 813 31
12 2668 57
12 2795 51
12 3236 33
13 673 27
13 811 1
13 1247 46
13 1253 55
13 1973 3
13 2388 10
13 2609 51
13 2759 46
13 2971 89
13 2982 4
13 3776 27
13 3813 75
13 3995 6
14 157 81
14 958 83
14 1368 31
14 2403 18
14 2644 27
14 2892 84
14 2992 58
14 3229 3
14 3233 79
14 3329 63
14 3550 64
14 3884 72
15 164 4
15 357 21
15 658 72
15 1019 33
15 2192 41
15 2410 72
15 2501 14
15 2757 61
15 2873 90
15 2879 22
15 3016 68
15 3357 54
16 829 97
16 1187 62
16 1534 33
16 2168 2
16 2869 56
16 3861 26
17 196 90
17 301 93
17 1147 90
17 1864 60
17 2187 58
17 2728 48
17 3089 12
17 3652 13
17 3662 59
18 750 45
18 1104 96
18 1239 76
18 1452 37
18 1768 65
18 2523 55
18 3615 58
18 3673 12
18 3856 71
19 485 24
19 617 83
19 1023 54
19 1818 34
19 1991 13
19 2403 94
19 2625 71
20 229 7
20 1204 9
20 1832 54
20 1950 49
20 2695 98
20 2936 70
20 3089 41
20 3235 2
21 515 37
21 702 61
21 1111 40
21 2113 41
21 2306 100
21 2527 29
21 2953 67
22 331 83
22 530 82
22 1235 47
22 1286 16
22 1841 76
22 2197 35
22 2548 55
