50000 296059
1 2582 3
1 3904 3
1 4101 4
1 4960 4
1 6774 1
1 7283 3
1 10937 1
1 18997 2
1 20399 2
1 23018 5
1 28721 4
1 29734 3
1 32583 5
1 42031 4
1 43585 4
1 47710 1
1 49922 5
2 7429 4
2 10441 4
2 12677 3
2 13552 2
2 16343 3
2 17984 5
2 21094 2
2 22431 1
2 26464 2
2 27119 4
2 47029 3
2 49539 1
3 5657 1
3 5869 1
3 8333 5
3 9045 5
3 13379 5
3 14601 2
3 20607 2
3 20882 5
3 21603 2
3 26050 4
3 27513 2
3 30890 3
3 32202 4
3 34246 1
3 36095 4
3 39599 4
3 40236 1
3 43031 5
4 3190 1
4 4196 2
4 9408 3
4 13167 5
4 20271 3
4 23648 3
4 27606 2
4 36336 1
4 36984 5
4 42368 1
4 45390 3
4 46933 5
5 12806 4
5 18310 3
5 24347 3
5 27186 2
5 32669 3
5 42188 3
5 43175 4
5 43741 5
5 44114 1
6 3879 1
6 10810 2
6 11632 2
6 13805 1
6 15973 4
6 16400 4
6 17136 3
6 20364 1
6 21288 5
6 25320 2
6 38592 4
6 39110 5
6 41118 5
6 46681 4
6 47460 4
7 6357 4
7 15374 5
7 16473 4
7 21400 4
7 30136 5
7 32672 1
7 38434 4
7 42715 2
7 45658 1
7 48515 2
7 49655 2
8 9053 5
8 10429 4
8 17229 4
8 18521 2
8 21795 3
8 23452 4
8 29037 5
8 30945 5
8 32832 3
8 39107 1
8 44214 5
8 44906 5
8 48633 5
9 16965 2
9 19523 3
9 22469 4
9 26746 3
9 29690 1
9 30418 4
9 34937 5
9 45057 3
9 48888 3
10 229 1
10 30854 4
10 33840 4
10 34516 2
10 44008 2
10 45011 4
10 47112 2
10 47696 2
11 640 1
11 1872 3
11 2603 3
11 2951 2
11 3955 3
11 7454 3
11 15958 4
11 21367 4
11 21532 2
11 26927 3
11 27612 1
11 31838 1
11 34897 3
11 36560 1
11 37764 2
11 41419 4
11 42783 1
11 43975 5
12 2823 2
12 2902 2
12 3321 2
12 8517 2
12 10143 4
12 14698 5
12 16856 4
12 21741 3
12 22528 2
12 24957 4
12 25366 4
12 27233 1
12 31064 3
12 31545 2
12 39733 3
12 40976 2
12 44314 3
12 46342 1
13 961 2
13 6352 5
13 6815 1
13 16519 2
13 20618 2
13 31660 1
13 44506 1
13 45890 5
14 1549 3
14 2410 3
14 6747 4
14 9010 3
14 11313 2
14 15172 4
14 15548 1
14 16905 4
14 28602 5
14 28653 3
14 30980 2
14 35145 1
14 48747 2
15 377 1
15 1336 1
15 6260 1
15 15681 2
15 15698 1
15 19313 5
15 25939 4
15 44019 1
15 48708 2
16 566 2
16 16585 4
16 21179 5
16 22382 4
16 24884 5
16 25406 5
16 31108 3
16 32672 2
16 36562 4
16 36696 5
16 37220 4
16 38094 4
16 42574 4
16 47981 4
17 8941 4
17 17564 5
17 21648 3
17 23623 5
17 28465 1
17 36987 1
17 37651 5
17 46051 3
18 2109 2
18 5062 3
18 10152 1
18 14188 3
18 16546 4
18 18030 5
18 25851 3
18 27437 4
18 27834 1
18 28326 1
18 33641 5
18 33886 4
18 34028 1
18 45946 3
18 47479 5
18 49180 2
19 2570 3
19 4826 5
19 9534 4
19 12926 1
19 16317 3
19 22435 3
19 29525 4
19 36882 4
19 47142 1
20 924 5
20 3266 1
20 3392 4
