50000 262949
1 4247 4
1 13938 2
1 16762 1
1 18649 1
1 26113 3
1 28379 5
1 34594 3
1 39774 5
1 39988 2
2 545 3
2 2598 1
2 10902 1
2 15626 1
2 18500 2
2 22045 5
2 26322 2
2 32263 2
2 36964 1
2 40762 4
2 42189 2
2 43279 5
2 45447 2
2 45548 1
3 3102 2
3 9326 4
3 11271 5
3 18850 1
3 23353 1
3 31788 2
3 32903 4
3 34948 1
3 38839 1
3 42510 2
3 46881 2
3 48857 1
4 5036 3
4 13570 5
4 30960 4
4 31759 4
4 39265 3
4 48276 4
5 1029 5
5 5101 2
5 5623 4
5 14693 5
5 18305 2
5 24944 2
5 30350 5
5 31179 2
5 34895 4
5 39417 4
5 39469 5
5 45625 3
5 48879 5
6 2848 2
6 6811 1
6 12377 5
6 24954 5
6 26698 4
6 29745 2
6 33140 3
6 43814 3
6 44366 5
6 46204 3
7 6050 1
7 15782 4
7 31150 2
7 31672 2
7 34703 4
7 37181 5
7 37182 3
7 39321 1
7 40886 1
7 41426 1
7 41567 2
7 49792 2
8 2152 5
8 2252 2
8 2530 1
8 11829 5
8 12675 5
8 15535 2
8 20308 5
8 21481 3
8 22103 4
8 25826 3
8 29206 4
8 40710 1
8 49376 2
9 8117 3
9 9768 4
9 12363 4
9 13203 4
9 16631 5
9 21114 1
9 23642 2
9 28888 3
9 32576 4
9 38910 4
9 41985 1
9 45463 2
9 46162 1
10 4959 3
10 7545 4
10 8384 4
10 14983 2
10 15314 1
10 20682 4
10 25750 2
10 38767 1
10 48844 1
11 10324 5
11 14045 3
11 20750 2
11 24390 4
11 25436 2
11 31326 5
11 32565 4
11 37210 5
11 43065 4
11 43236 2
11 43557 2
12 1702 2
12 8872 4
12 13518 4
12 16885 2
12 23992 2
12 24556 5
12 33670 3
12 36196 4
12 38004 1
12 44440 3
13 17806 1
13 18778 4
13 27306 5
13 28112 3
13 29096 4
13 30937 3
13 32514 2
13 33609 5
13 46060 5
13 47479 1
14 135 1
14 4146 4
14 15448 3
14 17782 1
14 20278 2
14 27541 1
14 43280 2
14 43689 1
14 45829 1
15 13618 4
15 21363 5
15 25269 4
15 25996 2
15 38437 2
15 43590 5
16 3034 3
16 11795 4
16 12294 2
16 17597 1
16 24315 5
16 28821 4
16 29749 1
16 36784 2
16 41357 2
16 42880 4
16 46495 2
17 3551 1
17 7153 2
17 9853 5
17 31774 3
18 765 2
18 8758 3
