7000 38033
1 273 27
1 432 96
1 784 44
1 825 11
1 905 80
1 2611 66
1 2632 32
1 3715 32
1 3976 32
1 3989 31
1 4660 41
1 4965 13
1 6697 94
2 720 69
2 1819 5
2 2771 43
2 3092 20
2 4261 6
2 5329 99
2 5357 54
2 5991 56
2 6193 9
2 6305 15
2 6570 56
3 551 97
3 866 69
3 1866 66
3 2765 62
3 3134 54
3 3350 67
3 4589 1
3 5138 86
3 6006 10
3 6526 67
3 6613 52
4 811 83
4 1045 19
4 1087 81
4 1954 97
4 2475 99
4 2530 45
4 5127 62
4 6151 49
5 852 77
5 887 74
5 2543 62
5 2686 90
5 4969 40
5 5486 12
5 5937 82
5 5955 32
5 6462 4
5 6734 3
6 497 11
6 1003 42
6 1602 13
6 1705 95
6 2877 37
6 3262 58
6 3305 75
6 3406 33
6 3561 94
6 4051 92
6 4793 52
6 6968 25
7 727 87
7 1203 82
7 1536 65
7 3429 44
7 4628 4
7 4730 13
7 5680 33
8 1017 63
8 1158 90
8 3236 54
8 3747 95
8 3929 100
8 4630 95
8 5022 61
8 5103 37
8 5127 69
8 5344 22
9 1033 72
9 1198 14
9 1740 15
9 1901 86
9 3565 7
9 3690 56
9 3790 38
9 4879 70
9 5866 35
9 6070 100
9 6132 24
10 237 64
10 1056 96
10 1243 43
10 1609 92
10 1849 95
10 1928 76
10 2908 59
10 3428 30
10 3897 29
10 3922 53
10 3948 15
10 5030 75
10 5260 36
10 5379 43
10 5494 58
10 6342 85
10 6382 74
10 6770 31
10 6885 2
11 544 19
11 1325 44
11 1636 90
11 2279 9
11 2795 3
11 2907 50
11 3112 18
11 5344 17
11 6111 88
11 6520 41
11 6838 60
12 95 14
12 1204 86
12 1384 9
12 1766 26
12 2141 95
12 3112 74
12 3887 66
12 3901 22
12 3943 81
12 4323 26
12 4340 88
12 4574 53
12 5042 48
12 5084 33
12 5682 8
12 6065 28
12 6272 52
12 6327 64
13 1075 40
13 1243 35
13 1887 46
13 2358 87
13 2459 63
13 3019 28
13 3433 92
13 4435 3
13 4890 81
13 5023 87
13 6230 38
13 6459 2
13 6810 5
14 811 40
14 1568 73
14 1817 38
14 2530 56
14 2724 35
14 3856 80
14 3920 56
14 4489 89
14 4535 34
14 4789 25
14 4809 61
14 5251 98
14 5796 58
14 5920 52
15 1045 82
15 1121 90
15 1178 8
15 1691 69
15 1728 86
15 2111 87
15 2380 31
15 2490 63
15 2541 29
15 3098 14
15 4660 22
15 4880 35
15 6477 27
15 6596 11
16 129 92
16 600 20
16 1077 45
16 1171 50
16 1655 90
16 3236 30
16 3684 19
16 4141 79
16 5046 47
16 6319 86
17 1571 80
17 1642 44
17 2708 73
17 4662 28
17 6485 6
18 166 6
18 440 48
18 530 34
18 1642 11
18 2065 17
18 2166 76
18 2600 44
18 2688 47
18 2987 51
18 3232 16
18 3474 97
18 5371 46
18 5993 96
19 437 76
19 442 14
19 1113 40
19 1728 4
19 1989 10
19 2325 95
19 2793 94
19 4284 10
19 4482 97
19 6193 82
20 516 31
20 2317 25
20 2501 39
20 4260 53
20 4414 99
20 4788 76
20 6350 51
20 6648 69
20 6677 99
21 2510 52
21 3362 9
21 4302 95
21 4504 56
21 4943 10
21 5009 35
21 5615 22
21 6002 13
21 6267 54
21 6757 54
22 317 61
22 375 40
22 954 85
22 5660 49
22 6122 79
22 6208 37
22 6216 59
22 6272 70
22 6660 68
22 6837 8
23 24 89
23 1208 46
23 1987 96
23 2158 93
23 3178 98
23 3517 72
23 3705 20
23 4533 62
23 4600 94
23 5433 3
23 5781 15
23 6277 47
24 216 51
24 636 82
24 973 9
24 1254 30
24 2261 5
24 2439 62
24 4822 2
24 5921 54
24 5998 91
24 6248 9
25 123 28
25 145 8
25 1001 9
25 1270 92
25 2040 28
25 2184 22
25 2908 46
25 3432 100
25 3539 55
25 3644 46
25 4012 41
25 5166 42
25 5518 52
25 6283 5
25 6668 95
26 67 76
26 503 72
26 1602 65
26 2411 68
26 2886 100
26 2894 84
26 5935 47
26 6684 49
26 6995 17
27 114 89
27 2265 50
27 3301 45
27 3403 28
27 4044 4
27 4817 80
27 5670 38
27 6783 91
27 6835 12
27 6992 34
28 1938 78
28 2264 55
28 2994 62
28 3060 9
28 5377 19
28 5773 85
28 6849 34
29 159 11
29 845 97
29 1090 22
29 1381 26
29 1561 63
29 2045 17
29 2418 10
29 3032 38
29 4082 60
29 4147 57
29 4760 75
29 4991 56
29 5475 5
29 6325 13
29 6490 7
29 6640 67
30 202 79
30 543 10
30 1045 74
30 1154 91
30 1217 46
30 2200 56
30 2264 5
30 2391 26
30 2659 1
30 2864 4
30 2867 83
30 2971 7
30 2997 11
30 3508 46
30 3549 2
30 6161 1
31 292 25
31 900 28
31 1637 53
31 1853 49
31 2475 47
31 3161 99
31 3589 14
31 5950 19
31 6689 100
32 1377 19
32 2985 42
32 4265 51
32 4967 67
32 5265 67
32 5481 66
33 711 60
33 1357 43
33 2200 19
33 2423 34
33 2493 65
33 3206 89
33 3878 76
33 3900 22
33 3910 26
33 3999 29
33 4038 53
33 4526 59
33 4905 35
33 5770 57
34 507 48
34 508 85
34 570 81
34 1904 54
34 2042 24
34 3768 92
34 3771 40
34 3835 74
34 5482 55
34 5597 70
34 6213 19
35 516 1
35 2200 55
35 2256 44
35 2589 44
35 3287 47
35 3833 69
35 4888 72
35 6098 15
36 39 58
36 312 56
36 2112 4
36 2214 48
36 2306 71
36 3052 81
36 4272 40
36 4451 58
36 5020 45
36 5141 72
36 6468 91
36 6812 88
36 6972 44
37 249 97
37 3231 61
37 3376 86
37 4295 56
37 5656 43
37 6656 64
38 738 9
38 896 44
38 980 36
38 1211 19
38 2378 3
38 3591 47
38 4062 98
38 6738 40
39 86 51
39 821 21
39 2309 78
39 3408 5
39 3986 89
39 4592 7
39 4907 84
40 261 34
40 2214 82
40 2379 39
40 3788 41
40 5370 45
40 5682 88
40 5715 52
40 6494 12
40 6991 32
41 567 44
41 1138 70
41 2026 35
41 2468 89
41 2642 34
41 4975 7
41 5505 44
41 6068 47
42 53 33
42 96 96
42 1826 77
42 2158 90
42 2666 84
42 2884 87
42 3095 42
42 4083 79
42 5010 68
42 5890 69
42 6172 9
42 6435 15
42 6731 3
42 6905 45
43 842 69
43 1382 77
43 1616 76
43 3053 22
43 3116 86
43 4087 56
43 4934 28
43 5604 67
43 5726 28
43 6386 19
43 6749 6
44 1893 13
44 2294 54
44 3678 81
44 3895 70
44 4314 23
44 5161 44
44 6070 24
44 6891 25
45 303 24
45 559 67
45 1012 99
45 1263 71
45 2052 77
45 2233 17
45 2773 12
45 3520 88
45 3633 78
45 3904 66
45 4689 87
45 4961 16
45 5309 49
45 5313 24
45 5343 81
45 6922 62
46 450 35
46 942 16
46 973 32
46 1763 84
46 1864 87
46 1893 9
46 2292 43
46 2396 26
46 3198 92
46 3328 94
46 3519 27
46 4140 17
46 5031 15
46 5241 7
46 5511 63
46 6362 15
47 1073 35
47 1531 67
47 1670 83
47 3841 85
47 4867 37
47 5514 50
47 5631 17
47 6490 23
48 722 51
48 1330 64
48 2167 32
48 2484 47
48 3334 63
48 3901 11
48 4237 48
48 4841 45
48 6443 5
49 1393 17
49 1799 96
49 2015 76
49 2414 82
49 2497 42
49 2552 18
49 3040 93
49 3670 84
49 6498 20
50 398 56
50 1041 8
50 2186 53
50 3035 81
50 3412 85
50 3893 59
50 4127 98
50 4595 37
50 4989 34
50 4990 1
50 5497 6
50 5954 81
50 6001 8
50 6593 5
51 311 93
51 673 17
51 816 79
51 1224 44
51 1364 69
51 1419 64
51 1420 50
51 1968 36
51 3048 28
51 3245 13
51 4228 100
51 6664 71
51 6721 33
52 367 56
52 528 80
52 1187 76
52 2268 29
52 2283 10
52 2582 75
52 4535 10
52 5366 20
52 5622 32
52 5710 89
52 5721 34
52 6110 2
52 6491 24
53 69 7
53 1555 17
53 2652 70
53 4343 63
53 4422 100
53 4721 1
53 5166 32
53 5281 57
53 6266 53
53 6929 95
53 6998 41
54 354 42
54 2272 99
54 2488 55
54 3226 85
54 3252 80
54 3640 99
54 4330 99
54 4392 75
54 4628 78
54 5024 71
54 5503 9
54 5733 8
54 6186 84
54 6346 26
54 6600 40
54 6653 31
55 305 35
55 411 64
55 508 45
55 636 21
55 653 97
55 1876 82
55 2648 82
55 2791 42
55 4369 35
55 4764 3
55 5411 37
55 6037 62
55 6338 26
56 525 39
56 1173 45
56 1474 16
56 2599 77
56 4109 100
56 4135 16
56 4260 6
56 4666 92
56 5141 67
56 5373 23
56 5516 98
56 5817 93
56 6537 53
57 188 52
57 1210 79
57 1362 56
57 1556 70
57 2136 66
57 2742 55
57 3170 60
57 3333 67
57 3761 31
57 3819 81
57 4352 57
57 4632 65
57 5841 99
57 6594 28
58 617 91
58 1374 44
58 1431 22
58 1713 10
58 2236 94
58 5210 12
58 5326 83
58 5391 14
58 5529 99
59 723 58
59 1028 69
59 3390 23
59 4269 57
59 4363 55
59 4655 7
59 4919 91
59 5262 78
59 6437 76
59 6878 12
60 1735 4
60 2146 54
60 2149 31
60 2997 50
60 3311 47
60 3860 66
60 5006 20
60 5009 6
60 5513 88
60 6449 49
61 517 24
61 1119 22
61 2618 45
61 3153 39
61 4311 42
61 4386 6
61 4467 88
61 5739 35
61 5952 78
61 6216 53
61 6842 57
62 110 30
62 1521 87
62 1662 81
62 1870 64
62 2360 82
62 2733 8
62 2754 98
62 3478 87
62 3959 10
62 3983 93
62 4391 77
62 5432 14
62 5678 99
62 5939 54
62 5990 33
62 6479 25
62 6556 27
62 6601 76
62 6679 17
63 144 27
63 1112 66
63 1167 54
63 1670 100
63 4249 23
63 5459 68
63 5498 26
63 5638 46
64 275 51
64 1445 92
64 2533 93
64 2547 12
64 2552 65
64 3141 57
64 3633 21
64 3709 3
64 6402 37
65 912 62
65 1154 21
65 1690 37
65 1723 26
65 2783 98
65 3071 22
65 5091 10
65 5566 39
65 6162 58
65 6188 74
65 6397 69
65 6654 13
65 6981 74
66 1595 35
66 1610 57
66 2646 9
66 2796 5
66 3066 92
66 3067 14
66 4004 6
66 5073 74
66 5842 20
66 6014 18
66 6189 80
67 518 31
67 577 79
67 1482 21
67 1575 24
67 2465 15
67 2737 31
67 3314 60
67 3333 31
67 3494 93
67 3581 58
67 4884 26
67 5789 73
67 6382 55
67 6519 44
67 6901 44
67 6926 52
68 124 77
68 229 82
68 280 38
68 1080 13
68 1150 5
68 1572 52
68 1587 95
68 1970 73
68 4659 71
68 5110 63
68 6053 71
68 6180 13
69 120 49
69 1309 60
69 1921 74
69 2753 77
69 3850 45
69 5150 46
69 5695 16
69 6726 4
70 285 83
70 874 96
70 946 90
70 1319 46
70 1530 73
70 1632 100
70 2091 87
70 3389 90
70 3615 43
70 4452 37
70 4671 41
70 5174 19
71 3670 34
71 4762 74
71 4891 83
71 4949 53
71 5025 27
71 5517 2
71 5620 91
71 6264 42
71 6393 78
72 1273 17
72 3662 2
72 4104 67
72 4307 40
72 4551 29
72 4814 42
72 5501 27
72 6356 10
73 286 19
73 499 16
73 777 50
73 779 38
73 1461 25
73 1630 40
73 2266 100
73 2343 19
73 2711 12
73 2838 96
73 3801 50
73 4436 100
73 4569 81
73 5003 72
73 5186 38
73 5220 40
73 5351 40
73 5571 48
73 5711 47
73 5789 42
73 6813 3
74 652 91
74 892 3
74 1067 44
74 1485 51
74 5136 10
74 5595 1
75 948 30
75 2154 60
75 3430 87
75 4431 56
75 5389 97
