1000 3904
1 540 70
1 602 91
1 662 91
1 806 12
1 906 66
2 216 15
2 277 65
2 281 5
2 362 16
2 454 93
2 496 79
2 814 24
2 928 14
2 948 89
3 94 46
3 235 30
3 459 62
3 529 93
3 595 98
3 740 93
3 743 100
3 903 23
3 939 80
4 68 53
4 306 44
4 617 55
4 621 31
4 763 94
5 41 85
5 68 28
5 116 30
5 130 49
5 259 53
5 314 32
5 354 6
5 526 52
5 640 40
5 642 46
5 712 86
5 735 74
5 774 74
5 835 76
5 951 20
6 439 28
6 475 87
6 506 7
6 517 65
6 968 7
7 40 60
7 60 1
7 259 61
7 308 87
7 350 53
7 617 86
7 754 42
7 757 37
7 766 48
8 69 66
8 75 83
8 141 73
8 275 66
8 326 41
8 386 34
8 414 24
8 459 14
8 519 86
8 664 24
8 770 8
8 830 44
8 867 22
8 990 79
9 17 41
9 103 81
9 105 29
9 170 43
9 177 91
9 327 67
9 351 32
9 439 72
9 562 38
9 638 94
9 669 36
9 695 67
9 874 15
9 972 92
10 731 7
10 849 53
10 905 46
11 60 75
11 68 69
11 178 70
11 216 98
11 301 3
11 573 94
11 638 73
11 728 40
11 825 31
12 146 51
12 184 83
12 196 54
12 423 85
12 458 83
12 581 89
12 826 69
12 844 5
13 162 47
13 214 86
13 238 66
13 269 50
13 278 81
13 399 93
13 433 39
13 570 34
13 572 30
13 619 30
13 645 76
13 669 56
13 945 83
14 70 54
14 78 3
14 558 97
14 586 61
14 638 17
14 881 81
14 996 27
15 132 40
15 813 98
15 928 82
16 57 12
16 314 7
16 344 68
16 362 74
16 371 50
16 384 20
16 449 63
16 826 4
16 875 70
16 876 37
17 380 27
17 403 62
17 519 38
17 524 33
17 565 52
17 587 10
17 613 2
17 681 12
17 706 38
17 958 96
18 238 79
18 421 42
18 422 67
18 451 95
18 493 84
18 761 87
18 824 27
18 900 91
19 162 57
19 225 22
19 349 48
19 545 19
19 574 14
19 625 41
20 102 78
20 193 5
20 266 23
20 727 40
20 812 36
20 864 84
20 949 8
21 156 55
21 479 43
21 524 94
21 693 50
21 848 46
22 309 76
22 563 66
22 654 14
22 719 6
22 823 30
22 997 6
23 256 75
23 391 58
23 849 23
24 161 92
24 335 80
24 365 15
24 487 77
24 531 72
24 643 61
24 710 64
25 128 32
25 278 29
25 484 17
25 661 65
25 769 53
25 775 64
25 794 68
25 891 15
26 131 24
26 169 16
26 219 45
26 336 21
26 363 82
26 518 3
26 549 75
26 621 76
26 703 5
26 858 76
26 884 68
26 902 37
26 976 27
26 984 64
27 122 91
27 155 65
27 184 13
27 254 10
27 392 97
27 438 35
27 594 62
27 654 76
27 824 71
27 860 75
28 164 91
28 171 96
28 182 23
28 204 30
28 354 100
28 381 17
28 441 55
28 545 33
28 790 86
28 875 91
29 291 11
29 378 12
29 408 74
29 486 95
29 585 15
29 659 17
29 703 82
29 757 37
29 891 55
29 986 25
30 340 54
30 351 26
30 564 2
30 994 27
31 42 3
31 249 4
31 389 30
31 475 51
31 791 15
31 825 60
31 944 22
32 100 55
32 118 46
32 361 93
32 421 76
32 497 83
32 505 90
32 745 63
32 770 74
32 777 56
32 871 1
32 921 83
33 69 26
33 294 76
33 359 54
33 494 61
33 540 71
33 664 36
33 833 54
33 933 43
33 945 80
34 150 14
34 381 93
34 411 62
34 441 90
34 459 13
34 636 32
34 979 24
35 416 50
35 525 85
35 606 17
35 898 77
36 147 88
36 169 55
36 179 94
36 181 94
36 281 35
36 422 29
36 654 54
36 891 98
36 910 1
36 913 60
36 945 6
36 997 36
37 338 36
37 343 15
37 364 75
37 395 57
37 592 62
37 681 25
37 764 90
37 874 27
37 880 53
37 956 18
38 41 86
38 50 47
38 470 76
38 722 7
38 896 82
39 54 100
39 102 62
39 159 39
39 282 31
39 319 85
39 383 89
39 446 35
39 681 72
39 850 95
39 917 44
40 809 77
40 854 56
41 159 30
41 205 5
41 241 86
41 291 58
41 414 47
41 625 10
41 800 51
41 833 53
42 106 72
42 134 90
42 140 80
42 600 95
43 182 3
43 319 49
43 468 63
43 674 97
43 676 19
43 862 28
44 48 71
44 79 14
44 166 40
44 195 16
44 214 49
44 282 47
44 364 26
44 414 6
44 475 84
44 527 71
44 532 50
44 787 67
44 886 85
45 110 81
45 180 33
45 421 59
45 460 82
45 626 65
45 826 74
45 907 17
46 109 72
46 131 64
46 384 8
46 668 64
46 723 95
46 797 92
46 922 67
46 977 4
47 129 21
47 154 61
47 246 99
47 323 92
47 378 72
47 487 20
47 488 41
47 853 24
47 952 78
48 54 69
48 68 16
48 113 53
48 220 38
48 262 93
48 320 38
48 354 30
48 678 37
48 893 68
48 900 58
48 905 83
48 935 66
48 940 25
49 239 19
49 283 43
49 398 56
49 472 90
49 557 16
49 570 66
49 837 35
49 892 27
49 995 65
50 313 64
50 316 3
50 592 99
50 604 61
50 921 11
50 973 32
50 990 4
51 108 42
51 161 24
51 310 93
51 524 88
51 576 73
51 594 13
51 621 13
51 759 67
51 859 81
51 990 14
52 60 69
52 106 17
52 142 2
52 157 73
52 286 73
52 572 98
52 633 44
52 680 22
52 841 78
52 891 83
52 995 54
53 251 51
53 307 25
53 508 58
53 571 6
53 873 92
53 908 10
54 59 11
54 71 65
54 349 1
54 430 84
55 178 17
55 280 78
55 288 95
55 437 66
55 457 9
55 497 7
55 583 9
55 620 50
55 629 13
55 671 87
55 732 75
55 770 70
55 959 40
55 967 39
56 109 88
56 162 93
56 278 100
56 290 3
56 711 50
56 821 79
56 837 75
57 136 95
57 183 85
57 454 47
57 482 88
57 766 18
57 837 74
58 174 86
58 261 60
58 515 13
58 619 43
58 689 21
58 877 23
59 158 33
59 295 80
59 463 95
59 464 25
59 506 64
59 578 81
59 586 53
59 894 4
59 926 10
59 988 97
60 135 70
60 179 50
60 294 95
60 306 32
60 382 62
60 511 55
60 614 41
60 740 45
60 836 12
60 935 16
60 952 87
60 976 84
61 327 52
61 398 93
61 469 95
61 626 62
61 663 68
61 744 23
61 774 92
61 805 43
61 855 95
61 985 22
61 996 64
62 76 50
62 228 29
62 299 57
62 356 34
62 636 15
62 673 58
62 991 81
63 169 54
63 255 16
63 266 93
63 308 57
63 533 99
64 90 42
64 306 61
64 385 33
64 573 63
64 591 84
64 595 23
64 628 65
64 674 87
64 701 96
64 728 68
64 804 60
65 165 88
65 383 65
65 519 69
65 524 82
65 565 61
65 717 18
65 937 15
66 210 87
66 291 13
66 330 70
66 404 39
66 414 76
66 534 54
66 801 27
66 821 71
66 866 27
66 867 77
66 929 55
67 108 64
67 407 99
67 434 68
67 760 74
67 839 94
67 936 21
67 941 92
68 104 91
68 304 12
68 394 4
68 647 82
68 864 80
68 908 96
69 123 76
69 134 42
69 251 76
69 303 96
69 674 18
69 766 98
69 785 42
70 206 63
70 245 86
70 259 39
70 283 19
70 319 56
70 400 90
