3000 16452
1 303 22
1 942 67
1 1391 76
1 1984 12
1 2131 96
1 2878 27
2 275 31
2 567 30
2 790 39
2 841 94
2 961 86
2 978 45
2 1517 35
2 1606 79
2 1866 8
2 1887 85
2 2009 73
2 2011 31
2 2118 65
2 2141 89
2 2387 53
2 2853 90
3 30 12
3 858 22
3 1038 81
3 1162 24
3 1204 94
3 1433 37
3 1540 24
3 1681 92
3 1701 81
3 1828 20
3 2169 95
3 2815 97
3 2935 45
4 1046 22
4 1117 72
4 1332 61
4 1413 40
4 1432 73
4 1757 21
4 1796 16
4 1868 4
4 2008 48
4 2389 56
5 377 32
5 402 100
5 419 23
5 786 14
5 1078 54
5 1113 39
5 1227 99
5 1309 35
5 1576 71
5 1600 72
5 1703 24
6 27 91
6 35 57
6 198 16
6 960 75
6 1003 38
6 1036 97
6 1190 15
6 1290 5
6 1342 66
6 1400 50
6 1404 94
6 1773 49
6 1844 75
6 2085 10
6 2221 66
6 2302 28
6 2345 47
6 2625 94
7 153 1
7 1653 2
7 1723 14
7 1733 6
7 1888 97
7 2007 4
7 2675 99
7 2775 11
7 2990 89
8 120 20
8 188 31
8 347 31
8 425 70
8 632 28
8 895 74
8 1041 28
8 1187 39
8 1296 38
8 1928 64
8 2074 33
8 2095 53
8 2409 57
8 2663 67
9 361 8
9 1002 24
9 1160 62
9 1297 77
9 1566 37
9 1718 51
9 1864 3
9 1872 3
9 2143 12
9 2698 34
9 2742 89
9 2771 57
9 2983 63
10 77 9
10 1278 8
10 1350 13
10 2282 35
10 2314 53
10 2349 65
10 2463 54
10 2590 56
10 2831 70
10 2850 11
10 2858 19
11 491 49
11 1077 100
11 1330 8
11 1358 57
11 1738 38
11 1814 50
11 2232 94
12 766 94
12 930 74
12 991 91
12 1055 61
12 1428 38
12 1739 30
12 1964 19
12 2149 5
12 2252 83
12 2270 21
12 2668 11
12 2964 8
13 247 56
13 812 18
13 1832 88
13 2667 10
13 2716 48
13 2751 88
13 2944 95
14 1156 91
14 1274 61
14 2191 13
14 2201 42
14 2237 95
14 2261 20
14 2323 57
14 2429 23
15 304 81
15 519 58
15 560 34
15 1760 98
15 1804 46
15 2114 30
16 340 60
16 429 5
16 575 61
16 694 88
16 742 30
16 759 57
16 999 73
16 2076 85
16 2083 87
16 2465 3
16 2572 24
16 2649 35
16 2823 91
16 2962 39
17 342 15
17 2123 60
18 346 92
18 386 67
18 388 90
18 402 27
18 882 5
18 1055 71
18 1345 53
18 1392 12
18 1513 80
18 1803 12
18 1928 62
18 2246 27
18 2297 77
18 2367 90
18 2385 9
18 2525 98
18 2679 90
18 2740 31
18 2802 21
19 531 22
19 557 4
19 706 25
19 1067 6
19 1358 18
19 1649 34
19 2069 62
19 2258 4
19 2275 79
19 2280 83
19 2460 83
20 523 80
20 970 71
20 1285 76
20 1677 3
20 1880 82
20 2006 65
20 2109 58
20 2355 60
20 2622 86
20 2707 49
21 324 27
21 527 51
21 548 52
21 578 42
21 1046 14
21 1912 49
21 1942 19
21 2317 98
21 2426 92
21 2508 26
22 366 15
22 902 28
22 927 67
22 1647 70
22 2405 79
22 2562 52
22 2988 27
23 195 75
23 292 38
23 692 91
23 1261 25
23 1307 71
23 1448 24
23 1740 60
23 1783 52
23 2522 21
23 2698 23
23 2922 42
23 2928 88
24 134 90
24 261 37
24 704 64
24 706 58
24 711 55
24 1786 68
24 1810 84
24 2188 19
24 2301 89
24 2739 84
24 2864 46
25 83 62
25 97 9
25 254 86
25 416 87
25 518 10
25 820 46
25 901 40
25 1162 60
25 1554 9
25 2331 90
26 450 45
26 494 25
26 695 60
26 1205 72
26 1211 88
26 1312 32
26 1472 20
26 1679 51
26 2505 52
27 110 17
27 143 2
27 417 25
27 527 73
27 1481 96
27 1704 23
27 1813 19
27 2330 69
27 2642 66
27 2670 69
27 2697 16
27 2946 94
27 2990 6
28 35 61
28 78 55
28 704 11
28 711 31
28 803 43
28 1134 65
28 1239 2
28 1569 46
28 1867 61
28 1904 32
28 1954 46
28 2661 1
28 2989 5
29 168 45
29 270 24
29 976 39
29 1473 53
29 1686 24
29 2283 12
29 2401 32
29 2496 83
29 2688 95
29 2715 66
29 2794 56
29 2926 89
30 528 13
30 632 96
30 1486 20
30 1870 11
30 2106 75
30 2730 61
31 756 22
31 880 51
31 1472 58
31 1791 49
31 2054 56
31 2450 12
32 195 27
32 708 100
32 776 90
32 836 50
32 1205 21
32 1587 43
32 2282 70
33 348 73
33 359 3
33 531 51
33 738 84
33 900 98
33 1401 52
33 1948 78
33 2605 94
33 2647 23
33 2689 32
33 2773 99
34 347 62
34 789 98
34 1163 27
34 1449 96
34 1496 4
34 1620 86
34 2149 21
34 2289 63
34 2477 77
34 2789 99
34 2822 74
34 2941 74
34 2993 34
35 208 1
35 214 87
35 332 54
35 960 29
35 1389 85
35 1619 98
35 1630 74
35 2046 69
35 2203 64
35 2404 40
35 2505 29
35 2531 90
35 2810 8
36 56 83
36 577 69
36 1134 64
36 1158 85
36 1211 90
36 1399 10
36 1739 64
36 1825 42
36 2406 70
36 2972 52
37 61 83
37 490 33
37 652 57
37 1205 74
37 1342 16
37 1433 48
37 1662 46
37 1924 41
37 2189 88
37 2509 83
37 2550 77
37 2626 9
37 2641 18
38 264 26
38 651 90
38 775 48
38 820 51
38 1586 75
38 1901 26
38 1925 2
38 1931 47
38 2021 32
38 2050 15
38 2565 55
38 2796 14
38 2892 32
39 114 100
39 181 38
39 245 28
39 571 73
39 728 44
39 1633 18
39 2012 22
39 2430 16
39 2437 81
39 2501 85
40 166 68
40 169 61
40 547 16
40 609 80
40 652 9
40 836 24
40 880 36
40 1130 2
40 1137 17
40 1240 47
40 1670 10
40 1855 70
40 1957 69
40 2115 23
40 2354 72
41 947 56
41 1267 21
41 1370 23
41 2171 56
41 2276 49
41 2582 8
41 2656 93
42 937 11
42 1397 45
42 2310 55
42 2444 9
42 2661 2
43 358 9
43 396 36
43 617 67
43 736 58
43 739 85
43 816 35
43 817 58
43 923 45
43 1390 72
43 1912 2
43 2258 57
43 2536 6
44 513 12
44 692 77
44 1335 34
44 1383 33
44 1461 56
44 1906 8
44 2075 44
44 2674 20
44 2896 74
44 2907 9
45 410 35
45 923 19
45 978 62
45 1167 18
45 1238 95
45 1362 77
45 1450 65
45 1545 94
45 2011 87
45 2419 20
45 2515 6
45 2746 19
46 115 38
46 566 18
46 710 79
46 888 30
46 1038 41
46 1163 35
46 1598 56
46 1767 77
46 1855 21
46 2092 23
46 2315 18
46 2510 28
46 2802 37
47 631 71
47 1003 92
47 1004 53
47 1230 33
47 1563 56
47 1683 67
47 2142 76
47 2237 21
47 2463 59
47 2674 32
47 2688 2
48 137 27
48 237 23
48 684 2
48 1046 39
48 1250 67
48 1312 76
48 2069 75
48 2559 95
48 2579 6
48 2612 98
49 514 23
49 687 37
49 769 66
49 1104 67
50 53 32
50 447 39
50 1305 20
50 2244 8
50 2396 39
50 2450 41
50 2622 96
50 2642 24
50 2781 3
50 2788 92
51 642 57
51 772 83
51 1065 7
51 1378 36
51 1992 72
51 2233 9
51 2265 69
51 2400 37
51 2808 56
52 446 57
52 650 46
52 998 20
52 1046 88
52 1123 22
52 1250 25
52 2730 88
52 2951 17
52 2989 49
53 75 59
53 88 61
53 156 77
53 257 76
53 310 19
53 390 75
53 494 45
53 570 67
53 804 100
53 1110 100
53 1299 27
53 1333 35
53 2159 56
53 2179 32
53 2935 27
54 65 52
54 322 12
54 461 47
54 825 75
54 1822 12
54 1889 27
54 1932 81
54 2039 65
54 2094 86
54 2154 23
54 2776 31
54 2850 83
55 709 4
55 1278 30
55 1701 89
55 2287 95
55 2376 26
55 2436 94
55 2487 40
56 133 17
56 598 67
56 916 62
56 1674 57
56 2009 27
56 2767 82
57 85 39
57 370 3
57 402 79
57 423 61
57 608 26
57 975 9
57 1111 35
57 1605 14
57 1802 58
57 1955 91
57 2121 15
57 2823 55
58 248 17
58 995 67
58 1255 57
58 1816 7
58 1926 20
58 2329 11
58 2454 94
58 2690 61
58 2998 63
59 208 14
59 221 28
59 242 24
59 584 6
59 862 99
59 1070 51
59 1399 29
59 1953 64
59 2251 74
59 2437 42
59 2729 20
59 2867 2
59 2878 26
60 325 74
60 561 41
60 654 15
60 872 37
60 1034 63
60 1741 22
60 2064 16
60 2274 91
60 2294 62
61 116 77
61 1015 12
61 1183 73
61 1361 6
61 1962 15
61 2087 18
61 2258 62
61 2592 96
61 2861 44
61 2961 12
62 479 89
62 535 15
62 884 74
62 960 10
62 994 27
62 1693 12
62 1930 88
62 2009 14
62 2218 64
62 2312 70
62 2376 69
62 2486 11
62 2692 73
62 2781 83
63 759 93
63 1094 64
63 1301 68
63 1349 56
63 1483 39
63 1619 47
63 2891 80
64 92 18
64 118 97
64 949 95
64 1183 54
64 1235 34
64 1303 63
64 1523 11
64 1950 87
64 1998 33
64 2104 15
64 2131 82
64 2380 83
64 2387 98
64 2850 39
64 2933 55
64 2981 52
65 623 95
65 632 95
65 1038 80
65 1062 99
65 1148 66
65 1488 29
65 1546 94
65 1629 39
65 1685 47
65 2114 84
65 2421 49
65 2892 52
66 161 55
66 405 5
66 817 81
66 973 67
66 1026 6
66 1136 38
66 1225 66
66 1247 72
66 1866 59
66 2010 25
66 2307 98
66 2870 27
67 165 68
67 723 27
67 821 90
67 1122 91
67 1266 3
67 1795 41
67 2016 94
67 2027 69
67 2394 8
67 2424 36
67 2491 45
67 3000 77
68 281 72
68 543 47
68 658 5
68 762 25
68 1204 88
68 1693 51
68 1868 95
68 1885 87
68 1942 13
68 2544 80
69 495 42
69 540 39
69 577 51
69 765 26
69 775 100
69 818 31
69 868 10
69 1962 30
69 2912 37
69 2959 44
70 732 60
70 769 18
70 1005 31
70 1521 17
70 2255 63
70 2268 53
70 2840 16
71 369 44
71 621 65
71 710 62
71 826 89
71 973 4
71 1177 10
71 1186 5
71 1272 74
71 1854 41
71 1873 27
71 1957 2
71 2258 49
71 2507 86
71 2782 29
71 2912 1
72 231 28
72 636 82
72 1280 14
72 1699 70
72 2200 92
72 2211 95
72 2542 73
72 2669 37
72 2734 38
72 2774 65
72 2840 45
72 2923 88
72 2930 73
73 195 43
73 429 92
73 524 27
73 844 52
73 894 35
73 921 51
73 1515 81
73 1556 38
73 1700 91
73 2326 28
73 2445 67
73 2787 66
74 302 36
74 321 62
74 358 25
74 563 2
74 703 3
74 1349 81
74 1593 82
74 2059 9
74 2547 52
74 2647 87
75 960 61
75 1041 87
75 1480 71
75 2484 90
75 2493 74
76 756 40
76 943 67
76 1412 53
76 1638 15
76 2230 56
76 2642 95
76 2731 92
77 96 63
77 189 31
77 270 30
77 408 51
77 421 100
77 830 93
77 2453 11
77 2882 25
78 631 43
78 706 46
78 788 52
78 794 74
78 1021 95
78 1106 24
78 1750 25
78 2156 70
78 2443 55
78 2599 29
79 590 47
79 889 90
79 949 25
79 1349 86
79 1373 21
79 2102 69
79 2413 99
79 2630 60
79 2664 59
79 2905 84
79 3000 1
80 486 13
80 739 11
80 849 24
80 899 62
80 943 95
80 1206 26
80 1217 8
80 1504 4
80 1528 20
80 1819 28
80 2377 49
80 2399 13
80 2420 75
80 2525 18
80 2688 72
80 2770 87
80 2980 16
81 107 55
81 391 95
81 394 71
81 491 91
81 649 55
81 952 33
81 1128 6
81 1163 16
81 1246 79
81 1755 94
81 1835 62
81 1981 52
81 2283 88
81 2753 57
81 2772 13
81 2861 37
81 2885 18
81 2914 49
82 131 2
82 494 94
82 723 25
82 850 68
82 1456 52
82 1577 96
82 1656 95
82 1667 77
82 2199 24
82 2425 94
82 2563 57
83 270 96
83 356 79
83 593 36
83 638 56
83 1066 4
83 1168 49
83 1206 72
83 1264 38
