50000 261813
1 1424 2
1 3195 5
1 5203 3
1 5851 4
1 11490 1
1 17548 3
1 27789 1
1 29366 5
1 35510 2
1 42943 3
1 44279 1
1 45920 5
2 3410 4
2 7220 4
2 15574 5
2 16724 1
2 22504 3
2 27313 3
2 28671 5
2 33103 1
2 34171 1
2 37939 1
2 37962 3
2 48884 5
3 6313 3
3 14806 4
3 15907 1
3 15917 3
3 22241 4
3 27557 1
3 31323 5
3 34703 5
3 34912 3
3 40647 5
3 43667 3
3 45999 1
3 49901 1
4 10241 3
4 11185 2
4 11635 5
4 11820 1
4 12776 5
4 24621 4
4 31185 1
4 31301 3
4 48723 3
5 14491 2
5 21077 2
5 22269 1
5 27014 2
5 29303 3
5 31193 4
5 37158 2
5 48432 5
6 25535 3
6 30437 2
6 35739 2
6 38260 5
6 42459 2
6 44897 3
7 1791 2
7 4982 4
7 7758 5
7 10098 3
7 20085 2
7 41298 4
7 44527 2
8 936 5
8 2687 2
8 11752 5
8 13366 1
8 21167 4
8 27389 4
8 27712 5
8 33478 1
8 35176 5
8 43160 1
8 46473 3
9 1691 2
9 5736 3
9 16032 5
9 25669 5
9 28463 1
9 41397 1
9 42225 5
9 46825 3
9 49659 5
10 6273 3
10 14830 4
10 19449 1
10 20908 5
10 23420 2
10 27455 4
10 43306 2
10 44174 5
10 49338 5
11 7897 1
11 8913 3
11 16533 4
11 23485 3
11 27820 2
11 37869 3
11 39004 4
11 45338 4
11 47011 4
11 47727 5
12 4523 5
12 14079 3
12 15520 3
12 26920 4
12 27686 4
12 31884 4
12 39597 3
12 47941 2
12 49063 2
13 8850 3
13 16016 1
13 18283 4
13 36274 5
13 36640 3
13 37451 2
13 41338 3
14 8119 1
14 9203 4
14 11049 1
14 18730 5
14 23965 4
14 31705 5
14 36217 3
14 38998 5
14 39076 3
14 39845 2
14 46307 3
14 46825 1
14 49860 4
14 49941 4
15 3180 5
15 7910 4
15 8483 3
15 9033 5
15 10468 1
15 12750 1
15 16256 2
15 18062 5
15 25242 4
15 30623 4
15 40507 5
15 40525 2
15 41212 3
15 49279 4
16 4301 3
16 4902 4
16 7911 3
16 10816 4
16 10833 4
16 17414 5
16 24966 3
16 29110 2
16 35720 5
16 43188 4
16 44193 5
16 44966 2
16 45083 1
16 49366 1
16 49400 3
17 7190 2
17 16270 1
17 29135 3
17 48458 2
17 49353 4
17 49539 5
18 3651 5
18 11622 4
18 20552 1
18 21452 2
18 25313 5
18 26961 1
18 36727 4
18 37132 3
18 37415 5
18 44036 1
18 44619 3
19 4594 5
19 6592 4
19 12821 4
19 14889 3
19 16919 2
19 28539 3
19 29334 3
19 32264 4
19 36475 4
19 39723 1
19 42545 2
19 46005 2
19 46648 5
20 86 1
20 7480 4
20 13763 5
20 17437 3
20 24702 3
20 25751 3
20 38647 2
20 41151 3
20 41440 5
21 710 3
21 5398 5
21 9922 4
21 13841 3
21 15374 2
21 25356 1
21 35029 4
21 44801 4
22 7226 2
22 11414 1
22 13663 2
22 17943 1
22 21730 5
22 26242 3
22 27319 2
22 29670 4
22 30824 5
22 36885 2
22 47829 4
22 48805 5
22 49537 1
23 1182 3
23 3527 2
23 7725 2
23 8776 5
23 12209 4
23 16973 1
23 19020 5
23 21123 1
23 28747 2
23 29320 3
23 35862 5
23 38077 3
23 39265 2
23 45028 1
23 49042 4
24 10119 2
24 16164 4
24 16708 5
24 24726 2
24 28748 2
24 42873 1
24 43602 1
25 759 5
25 7583 3
25 10193 1
25 12818 4
25 20310 2
25 24502 3
25 32750 3
25 49198 4
25 49493 2
26 744 3
26 9437 1
26 15608 2
26 23520 1
26 26306 4
26 26524 2
26 30139 2
26 31605 5
26 33235 4
26 35751 5
26 45440 1
27 7000 3
27 23030 1
27 23980 3
27 24398 3
27 27382 5
27 27887 3
27 28169 2
27 28509 5
27 33433 5
27 34038 3
27 38588 4
27 47961 2
28 14476 5
28 24520 1
28 29858 1
28 35227 1
28 44652 4
28 47250 3
29 185 2
29 383 5
29 9651 2
29 10106 3
29 14920 4
29 21805 3
29 25917 5
29 29044 1
29 29571 1
29 32169 3
30 10011 5
30 13681 3
30 25392 5
30 29059 2
30 31431 1
30 36983 4
30 37372 5
30 46302 3
31 5833 2
31 6454 3
31 7385 4
31 18627 4
31 30954 2
31 35218 4
31 48337 1
31 48512 3
31 49353 3
31 49722 1
32 1463 5
32 2390 1
32 6453 1
32 7110 4
32 18447 3
32 28063 5
32 28330 3
32 29582 2
32 32454 3
32 36171 1
32 42869 1
33 2837 5
33 5397 5
33 7965 1
33 12139 1
33 14703 4
33 15051 5
33 24674 3
33 30065 2
33 32957 4
33 34972 1
33 35940 2
33 36151 1
33 38173 2
33 41279 5
33 49708 4
34 2996 1
34 5888 3
34 7201 3
34 9840 5
34 15394 2
34 16592 5
34 19843 5
34 22811 5
34 25293 5
34 32570 5
34 32730 4
34 46317 1
34 46865 3
34 49437 4
34 49465 3
35 6236 2
35 13338 4
35 27685 3
35 49291 2
36 619 4
36 1680 4
36 4388 4
36 10415 1
36 17709 4
36 25217 3
36 25667 1
36 26892 1
36 26968 3
36 36488 3
36 47904 4
36 49268 3
37 5616 2
37 5784 5
37 5881 4
37 8445 5
37 9700 4
37 12286 1
37 24778 4
37 28906 2
37 40676 2
37 45774 1
38 2099 5
38 6903 3
38 16544 5
38 16655 1
38 17532 4
38 21492 1
38 34040 4
38 39613 2
38 49802 3
39 9165 1
39 14813 2
39 25934 4
39 28372 1
39 30784 5
39 36299 1
39 43197 4
39 43779 3
39 45016 3
40 23369 1
40 24687 5
40 29871 2
40 34253 3
40 37709 5
40 39454 4
40 45284 3
41 4383 1
41 21602 5
41 24893 4
41 27904 4
41 28701 2
41 34958 4
41 35432 1
41 41583 2
41 42448 2
41 43454 1
41 47490 5
42 2877 4
42 7338 3
42 15554 4
42 15719 1
42 28048 2
42 31185 3
42 33097 5
42 34338 5
42 41377 2
42 45814 5
42 47805 2
42 49867 4
43 17875 4
43 24644 2
43 25150 3
43 27566 2
43 27900 5
43 31300 4
43 34509 4
43 34663 1
43 35377 4
43 40604 2
43 40731 5
44 1666 1
44 1977 1
44 3014 1
44 3454 1
44 5848 3
44 9505 2
44 14253 4
44 30487 1
44 33462 3
44 34982 1
44 39226 1
44 42957 2
44 43936 1
44 44319 2
44 46009 2
44 47589 3
45 4844 3
45 8944 2
45 12186 5
45 12696 4
45 13742 1
45 18095 2
45 20856 1
45 26270 1
45 28266 3
45 33170 2
45 40512 3
45 43265 4
45 46886 2
46 88 5
46 5854 4
46 6320 2
46 9630 5
46 11487 5
46 37720 2
46 40257 4
46 41746 4
46 43114 5
46 44536 5
46 48143 2
47 3239 5
47 5403 1
47 13577 2
47 29276 3
47 32933 2
47 36357 1
47 39260 4
47 41326 5
47 47358 3
48 2261 2
48 10280 1
48 14897 5
48 22162 3
48 24589 3
48 34622 1
48 40256 5
48 40916 3
48 44590 3
49 8643 5
49 9968 3
49 12182 3
49 14147 2
49 16192 5
49 21224 3
49 23497 1
49 35535 4
49 40446 4
49 45623 2
49 47224 2
50 501 3
50 11713 2
50 14151 4
50 14603 3
50 23595 5
50 32374 3
50 34572 3
50 37602 2
51 8035 3
51 10236 3
51 14024 1
51 14251 5
51 17539 5
51 20945 3
51 22323 5
51 25408 5
51 29298 3
51 30563 4
51 38892 5
51 39521 5
51 42069 3
51 45821 5
52 8888 4
52 22028 1
52 26782 5
52 30253 4
53 897 2
53 2416 3
53 3499 5
